ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17102.19921875;101.23388671875;25712.61328125;0;321.7715759277344;0;;0.8642578125;64922;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17137.943359375;85.27532196044922;25918.33203125;0;253;0;;0.96484375;10209;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17345.685546875;73.86988067626953;26112.59375;0;123;0;;0.9345703125;10570;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17100.27734375;89.40155792236328;25897.6953125;0;179;0;;1.134765625;10174;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17535.46484375;77.11417388916016;26079.14453125;0;177.73126220703125;0;;0.888671875;65018;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17165.283203125;83.10779571533203;25943.171875;0;285;0;;0.9248046875;10249;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\canopylesstree01.obj;17038.69140625;111.5113525390625;25982.98046875;0;74.42364501953125;0;;0.755859375;198828;m2;189919;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17535.63671875;178.39468383789062;25790.22265625;0;0;0;;0.8798828125;214335;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17356.0546875;75.29698944091797;26015.5;0;140;0;;0.8544921875;10408;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17281.861328125;88.58209991455078;25810.9453125;0;156;0;;0.82421875;10105;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17141.52734375;89.06303405761719;25995.77734375;0;338;0;;0.82421875;10316;m2;189927;0;
..\..\world\critter\birds\bird01.obj;17540.09375;161.26083374023438;25597.6875;0;15.47698974609375;0;;1;362052;m2;190719;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17473.423828125;72.51023864746094;25907.4296875;0;143.24411010742188;0;;0.76953125;64996;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17381.703125;74.30748748779297;25933.1640625;0;110;0;;0.8291015625;10233;m2;189927;0;
..\..\world\critter\birds\bird01.obj;17545.0234375;154.8719482421875;25610;0;263.100341796875;0;;1;362051;m2;190719;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17291.79296875;97.1017837524414;25714.87890625;0;0;0;;0.6494140625;64933;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17155.27734375;91.38795471191406;25740.2578125;0;0;0;;0.8193359375;64942;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17142.916015625;87.78392028808594;26150.359375;0;159;0;;0.8046875;12697;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17499.455078125;162.25254821777344;25597.58203125;0;0;0;;0.8095703125;214342;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17537.26953125;76.25988006591797;26047.03515625;0;292.30450439453125;0;;0.7939453125;65223;m2;189928;0;
..\..\world\generic\passivedoodads\waterfall\newwaterfall.obj;17455.220703125;66.8167953491211;25827.587890625;-70.5;328.5;1.5000048875808716;;3.509765625;312099;m2;200202;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17160.517578125;84.8846206665039;26160.8359375;0;150.5;0;;0.7548828125;12698;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17447.08203125;69.7939224243164;25968.1953125;0;89;0;;0.994140625;10361;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17131.857421875;91.31525421142578;26032.8828125;0;343.5;0;;0.8193359375;10369;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17472.58203125;67.66056060791016;25968.109375;0;0;0;;1.009765625;10364;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17419.916015625;73.97208404541016;26052.02734375;0;184;0;;0.794921875;10467;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17364.970703125;75.5869140625;25974.388671875;0;278.0000305175781;0;;0.8896484375;10353;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17328.05859375;74.90791320800781;26038.47265625;0;0;0;;1;10458;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17353.666015625;86.13835144042969;25740.3828125;0;0;0;;1;64961;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17051.251953125;90.3830795288086;25918.291015625;0;0;0;;1;64995;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17617.134765625;145.5910186767578;25672.0859375;0;0;0;;1;214337;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17543.634765625;70.32978057861328;25922.34375;0;281.1376953125;0;;0.8505859375;65001;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17197.5546875;114.115966796875;25713.76953125;12.500000953674316;6.5;8.000001907348633;;0.509765625;64926;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17105.845703125;89.9097671508789;26052.1484375;0;276.40240478515625;0;;0.8681640625;65031;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17172.638671875;83.4817886352539;25888.859375;0;345;0;;0.75;10178;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17534.896484375;67.4681396484375;25935.73828125;0;131.3565673828125;0;;0.740234375;65009;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17322.443359375;71.45468139648438;26061.0546875;0;4;0;;0.875;10457;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17061.5546875;95.29359436035156;25784.263671875;0;281.7255859375;0;;0.7783203125;10043;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17360.693359375;76.54303741455078;25842.58203125;0;86;0;;0.859375;10163;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17518.5;69.19486999511719;25969.52734375;0;82;0;;0.7841796875;10368;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17159.943359375;84.8115463256836;26003.3046875;0;190;0;;0.759765625;10370;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17356.826171875;74.6444091796875;26090.2734375;0;174;0;;0.7890625;10516;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\canopylesstree01.obj;17038.759765625;100.56759643554688;26082.4375;0;264.9808349609375;0;;0.650390625;198844;m2;189919;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17481.443359375;73.7299575805664;25813.9140625;20.999998092651367;1;46.999996185302734;;2.1796875;10122;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17085.66015625;99.02539825439453;26015.1171875;0;297.80450439453125;0;;0.603515625;65029;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17105.474609375;91.51398468017578;26005.71875;0;349.56268310546875;0;;0.6298828125;65030;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17045.673828125;96.36998748779297;25882.14453125;0;323.9857177734375;0;;0.615234375;64986;m2;189930;0;
..\..\world\generic\passivedoodads\particleemitters\fountainparticles.obj;17113.6796875;88.3398666381836;26101.80078125;0;352;0;;1;10547;m2;199949;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17056.919921875;92.86803436279297;25823.15625;0;0;0;;0.5693359375;10045;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\detail\elwynnvineyard\elwynnvineyard01.obj;17407.400390625;73.45172882080078;26153.96875;0;317;0;;1.08984375;12718;m2;189784;0;
..\..\world\azeroth\elwynn\passivedoodads\detail\elwynnvineyard\elwynnvineyard01.obj;17391.23046875;73.4605941772461;26108.2734375;0;316;0;;1.0693359375;10578;m2;189784;0;
..\..\world\azeroth\elwynn\passivedoodads\detail\elwynnvineyard\elwynnvineyard01.obj;17408.8125;73.4517822265625;26118.869140625;0;315.5;0;;1.0693359375;10587;m2;189784;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17160.095703125;89.84247589111328;25746.6796875;0;358.9949951171875;0;;0.5078125;10059;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17276.599609375;81.09738159179688;25949.837890625;0;0;0;;0.609375;10290;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17485.474609375;82.04402923583984;25867.123046875;0;279.8193359375;0;;0.5205078125;64990;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17464.857421875;78.32752227783203;25801.546875;-23.999998092651367;276.5;-63.00000762939453;;1.189453125;10116;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;17239.302734375;80.51982879638672;26005.37890625;0;332.5;0;;0.3291015625;10395;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;17272.125;80.19278717041016;26002.0859375;0;0;0;;0.33984375;10404;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17517.00390625;142.574462890625;25783.984375;12.000001907348633;318;36.500003814697266;;0.9892578125;334000;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17497.408203125;136.18748474121094;25789.9375;12;22;36.500003814697266;;0.9892578125;333998;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17458.37109375;74.99110412597656;25808.697265625;6.499999523162842;325.5;9.000000953674316;;1.9794921875;10119;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17476.1484375;74.41009521484375;25826.984375;6.5;0;9;;1.9794921875;10123;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17485.537109375;138.94815063476562;25781.69921875;46.4999885559082;27.5;5.999998092651367;;1;65315;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17471.1640625;62.21430969238281;25824.87890625;0.49999988079071045;319;9;;1;312100;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17504.197265625;133.79830932617188;25804.5;38.000003814697266;359.5;68.5;;0.9697265625;65316;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17534.71875;142.5428466796875;25627.47265625;-18;0;-34.000003814697266;;1;214162;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17451.146484375;67.64862060546875;25815.72265625;-3.499999761581421;37.5;-4.999998569488525;;1;10113;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17472.46875;86.03506469726562;25801.3671875;40.000003814697266;359.5;12.500000953674316;;1.169921875;10081;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17459.451171875;68.36912536621094;25807.8984375;0;319;0;;1;10114;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17504.1796875;138.0808563232422;25760.732421875;11.999999046325684;92;36.5;;0.9892578125;334001;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17100.142578125;99.87882232666016;25719.875;-3.9999990463256836;246.72592163085938;-6.5;;1.7451171875;64923;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17506.37109375;140.84571838378906;25799.33984375;5;0;23.5;;1;65317;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17492.984375;136.66082763671875;25785.48828125;11.999998092651367;66.5;36.500003814697266;;0.8291015625;333999;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17252.052734375;97.65780639648438;25714.37890625;0;355;0;;1.83984375;64929;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17571.630859375;136.65756225585938;25593.53515625;7.500000476837158;0;17.999998092651367;;1;214138;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17181.728515625;102.50618743896484;25730.150390625;-7.500001907348633;79.5;16.5;;1.529296875;64927;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17459.71484375;78.43356323242188;25805.6640625;6.500000476837158;58;9;;1.5791015625;10118;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17532.013671875;143.0719757080078;25714.4765625;22.500001907348633;0;-1.5;;1;214158;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17557.51953125;90.9189224243164;25998.494140625;0;144.9156494140625;0;;1.6123046875;65228;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;17303.8203125;81.07618713378906;25974.14453125;0;0;0;;0.2998046875;10349;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17581.6796875;142.6912078857422;25597.98828125;0;0;0;;1;214139;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock02.obj;17543.326171875;141.6751708984375;25636.6171875;0;0;0;;1;214161;m2;189716;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17469.740234375;77.7483901977539;25887.716796875;0;108.52625274658203;0;;1.4912109375;64994;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17078.8359375;92.67606353759766;25816.87890625;0;0;0;;1.44921875;10082;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17500.486328125;180.57618713378906;25740.431640625;0;83.5;0;;1.44921875;214231;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17500.7734375;144.18470764160156;25765.78515625;0;135;0;;1.44921875;334003;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17578.357421875;146.3800811767578;25679.37890625;0;326.04022216796875;0;;1.369140625;362058;m2;189932;0;
..\..\world\generic\buildings\humantentlarge\humantentlarge.obj;17504.642578125;64.59928894042969;26018.056640625;-0.5;287.5;-3.000000476837158;;1;10419;m2;197108;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17108.078125;91.61821746826172;25999.42578125;0;48.20947265625;0;;1.3271484375;65040;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17553.892578125;82.616943359375;25979.791015625;7.499999523162842;343.113525390625;18.999996185302734;;1.0859375;65231;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17464.5859375;91.0355224609375;25793.8046875;70.49999237060547;0;9.000000953674316;;0.7392578125;10080;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\cliffrocks\elwynncliffrock01.obj;17500.501953125;137.86473083496094;25770.66015625;11.000000953674316;92;10.000001907348633;;0.7099609375;334002;m2;189715;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17162.98828125;85.76618957519531;25847.31640625;0;254.3830108642578;0;;1.2333984375;10127;m2;189932;0;
..\..\world\azeroth\redridge\passivedoodads\trees\redridgefallentree02.obj;17567.8515625;144.0198516845703;25664.9609375;1.5000001192092896;20;15.499999046325684;;1.099609375;214332;m2;190116;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17091.265625;114.99427795410156;25755.6328125;0;358.890380859375;0;;1.220703125;64937;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17235.724609375;91.9368896484375;25743.984375;0;186.14703369140625;0;;1.220703125;64958;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17076.099609375;94.21443939208984;25788.623046875;0;92.2000732421875;0;;1.2197265625;10066;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17538.533203125;68.89605712890625;25923.7265625;0.49999967217445374;323.9857177734375;9;;1.12109375;65003;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\stumps\elwynntreestump01.obj;17146.80078125;89.6878662109375;25772.228515625;6.999999523162842;41.1798095703125;-2.499999761581421;;2.0146484375;64972;m2;189939;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17273.71875;74.44979858398438;26042.05859375;0;297;0;;1.19921875;10453;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17505.455078125;140.05279541015625;25807.5546875;16;313.54840087890625;0;;1.107421875;65320;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17089.15234375;98.06039428710938;26019.416015625;-7;179.9066162109375;15.000000953674316;;1.009765625;65035;m2;189932;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreemid01.obj;17174.4296875;88.0717544555664;26107.97265625;0;56.04296875;0;;1.1708984375;10554;m2;189932;0;
